Transaction ID,Date,Description,Category,Sub-Category,Account,Type,Amount,Counterparty,Notes,Flag
TXN-00711,2025-09-27,Office rental - Sep 2025,Operating Expenses,Office Rent,Maybank,Outflow,6753.50,IGB Real Estate Investment Trust,,
TXN-00718,2025-09-28,Professional services - server rack upgrade,Operating Expenses,Professional Services,Maybank,Outflow,8844.00,Skrine Advocates & Solicitors,,
TXN-00015,2025-09-29,EPF employer contribution - Sep 2025,Payroll,EPF Contribution,Hong Leong Bank,Outflow,4271.50,Kumpulan Wang Simpanan Pekerja (KWSP),Urgent payment,
TXN-00072,2025-09-29,Staff salary - Sep 2025,Payroll,Salary,Hong Leong Bank,Outflow,27247.00,Payroll - Internal,Urgent payment,
TXN-00391,2025-09-29,Professional services - laptop units (x5),Operating Expenses,Professional Services,CIMB,Outflow,3714.50,Skrine Advocates & Solicitors,Revised amount per credit note,
TXN-00673,2025-09-29,Client payment - invoice OR-8852,Revenue,Client Payment,RHB Bank,Inflow,35420.50,Telekom Malaysia Berhad,,
TXN-00742,2025-09-29,Client payment - invoice OR-7997,Revenue,Client Payment,Hong Leong Bank,Inflow,35835.50,Telekom Malaysia Berhad,Urgent payment,
TXN-00601,2025-09-30,Project milestone payment - Website Redevelopment,Revenue,Project Payment,CIMB,Inflow,37823.50,UEM Sunrise Berhad,,
TXN-00610,2025-09-30,Materials purchase - PO OR-7566,Cost of Goods,Materials & Supplies,CIMB,Outflow,19186.50,CSC Steel Holdings Berhad,Direct debit,
TXN-00440,2025-10-01,Electricity & water bill - Oct 2025,Operating Expenses,Utilities,Maybank,Outflow,663.50,Tenaga Nasional Berhad (TNB),Recurring monthly,
TXN-00442,2025-10-01,Staff salary - Oct 2025,Payroll,Salary,CIMB,Outflow,23083.50,Payroll - Internal,Revised amount per credit note,
TXN-00005,2025-10-02,Office supplies purchase,Operating Expenses,Office Supplies,Hong Leong Bank,Outflow,765.50,Jaya Grocer,,
TXN-00013,2025-10-02,Internet & phone - Oct 2025,Operating Expenses,Telecommunications,CIMB,Outflow,529.00,Maxis Business,Urgent payment,
TXN-00112,2025-10-02,Client payment - invoice INV-8451,Revenue,Client Payment,RHB Bank,Inflow,53557.00,Hartalega Holdings Berhad,Revised amount per credit note,Large Transaction
TXN-00250,2025-10-02,Office supplies purchase,Operating Expenses,Office Supplies,CIMB,Outflow,392.00,Harvey Norman Malaysia,,
TXN-00272,2025-10-02,Internet & phone - Oct 2025,Operating Expenses,Telecommunications,Hong Leong Bank,Outflow,434.00,TIME dotCom,One-off purchase,
TXN-00223,2025-10-03,Income tax instalment CP500 - Oct 2025,Tax,Income Tax Instalment,RHB Bank,Outflow,6253.00,Lembaga Hasil Dalam Negeri (LHDN),Revised amount per credit note,
TXN-00230,2025-10-03,Client payment - invoice OR-9664,Revenue,Client Payment,Maybank,Inflow,49015.50,IHH Healthcare Berhad,Urgent payment,
TXN-00237,2025-10-03,Client payment - invoice OR-4948,Revenue,Client Payment,RHB Bank,Inflow,61677.50,Sime Darby Property Berhad,Recurring monthly,Large Transaction
TXN-00528,2025-10-03,Electricity & water bill - Oct 2025,Operating Expenses,Utilities,CIMB,Outflow,783.50,Syabas Puncak Niaga,Revised amount per credit note,
TXN-00553,2025-10-03,Monthly retainer - Oct 2025,Revenue,Retainer Fee,RHB Bank,Inflow,7377.00,Public Bank Berhad,,
TXN-00054,2025-10-04,Monthly retainer - Oct 2025,Revenue,Retainer Fee,CIMB,Inflow,7920.00,Hong Leong Financial Group,,
TXN-00121,2025-10-04,Vehicle hire purchase - Oct 2025,Loan Repayment,Hire Purchase,CIMB,Outflow,913.50,Maybank Hire Purchase,Approved by CFO,
TXN-00435,2025-10-04,Consulting fee - ISO 9001 gap assessment,Revenue,Consulting Fee,RHB Bank,Inflow,13218.00,Ernst & Young Malaysia,Urgent payment,
TXN-00490,2025-10-04,Staff salary - Oct 2025,Payroll,Salary,RHB Bank,Outflow,32820.00,Payroll - Internal,Recurring monthly,
TXN-00625,2025-10-04,Internet & phone - Oct 2025,Operating Expenses,Telecommunications,RHB Bank,Outflow,529.00,Telekom Malaysia (TM),Direct debit,
TXN-00743,2025-10-04,Staff salary - Oct 2025,Payroll,Salary,RHB Bank,Outflow,26848.50,Payroll - Internal,Recurring monthly,
TXN-00247,2025-10-05,Staff salary - Oct 2025,Payroll,Salary,Maybank,Outflow,28095.50,Payroll - Internal,Partial payment - balance next month,
TXN-00488,2025-10-05,Office rental - Oct 2025,Operating Expenses,Office Rent,RHB Bank,Outflow,7065.50,Pavilion REIT,One-off purchase,
TXN-00562,2025-10-05,Monthly retainer - Oct 2025,Revenue,Retainer Fee,CIMB,Inflow,9208.50,Alliance Bank Malaysia,Urgent payment,
TXN-00231,2025-10-06,Staff salary - Oct 2025,Payroll,Salary,CIMB,Outflow,24554.00,Payroll - Internal,,
TXN-00579,2025-10-06,Subcontractor payment - IT Infrastructure Upgrade,Cost of Goods,Subcontractor,RHB Bank,Outflow,27844.50,Protasco Berhad,Direct debit,
TXN-00057,2025-10-07,EPF employer contribution - Oct 2025,Payroll,EPF Contribution,RHB Bank,Outflow,2733.50,Kumpulan Wang Simpanan Pekerja (KWSP),Revised amount per credit note,
TXN-00269,2025-10-07,Client payment - invoice SO-1440,Revenue,Client Payment,RHB Bank,Inflow,51775.50,IHH Healthcare Berhad,,Large Transaction
TXN-00506,2025-10-08,Equipment purchase - AutoCAD licence,CAPEX,Equipment Purchase,RHB Bank,Outflow,13311.50,Dell Technologies Malaysia,One-off purchase,
TXN-00088,2025-10-09,Materials purchase - PO INV-8451,Cost of Goods,Materials & Supplies,Hong Leong Bank,Outflow,9900.00,Ann Joo Resources Berhad,Partial payment - balance next month,
TXN-00090,2025-10-09,Client payment - invoice SO-5719,Revenue,Client Payment,Maybank,Inflow,11980.00,Axiata Group Berhad,One-off purchase,
TXN-00480,2025-10-09,Equipment purchase - ISO 9001 gap assessment,CAPEX,Equipment Purchase,CIMB,Outflow,12926.50,Canon Marketing Malaysia,Approved by CFO,
TXN-00519,2025-10-09,Office supplies purchase,Operating Expenses,Office Supplies,CIMB,Outflow,596.50,Jaya Grocer,,
TXN-00093,2025-10-10,Project milestone payment - IT Infrastructure Upgrade,Revenue,Project Payment,CIMB,Inflow,87606.00,Eco World Development Group,Urgent payment,Large Transaction
TXN-00278,2025-10-10,EPF employer contribution - Oct 2025,Payroll,EPF Contribution,CIMB,Outflow,4059.50,Kumpulan Wang Simpanan Pekerja (KWSP),,
TXN-00019,2025-10-11,Client payment - invoice SO-4608,Revenue,Client Payment,CIMB,Inflow,15665.00,Petronas Dagangan Sdn Bhd,,
TXN-00526,2025-10-11,Income tax instalment CP500 - Oct 2025,Tax,Income Tax Instalment,Hong Leong Bank,Outflow,8444.50,Lembaga Hasil Dalam Negeri (LHDN),Recurring monthly,
TXN-00129,2025-10-12,Materials purchase - PO INV-6400,Cost of Goods,Materials & Supplies,Hong Leong Bank,Outflow,28994.50,Cahya Mata Sarawak Berhad,Partial payment - balance next month,
TXN-00619,2025-10-12,Client payment - invoice OR-6902,Revenue,Client Payment,CIMB,Inflow,20053.00,Hartalega Holdings Berhad,,
TXN-00051,2025-10-13,Staff salary - Oct 2025,Payroll,Salary,Hong Leong Bank,Outflow,31821.00,Payroll - Internal,Direct debit,
TXN-00274,2025-10-13,Office supplies purchase,Operating Expenses,Office Supplies,CIMB,Outflow,586.00,Harvey Norman Malaysia,,
TXN-00732,2025-10-13,Client payment - invoice PO-3689,Revenue,Client Payment,Hong Leong Bank,Inflow,46543.50,Sime Darby Property Berhad,Direct debit,
TXN-00748,2025-10-14,Staff salary - Oct 2025,Payroll,Salary,CIMB,Outflow,21717.00,Payroll - Internal,,
TXN-00035,2025-10-15,Internet & phone - Oct 2025,Operating Expenses,Telecommunications,CIMB,Outflow,561.50,TIME dotCom,Revised amount per credit note,
TXN-00286,2025-10-15,Materials purchase - PO OR-7703,Cost of Goods,Materials & Supplies,RHB Bank,Outflow,17864.50,Cahya Mata Sarawak Berhad,,
TXN-00347,2025-10-15,Internet & phone - Oct 2025,Operating Expenses,Telecommunications,RHB Bank,Outflow,482.00,Telekom Malaysia (TM),Urgent payment,
TXN-00224,2025-10-16,Client payment - invoice INV-2011,Revenue,Client Payment,CIMB,Inflow,38982.00,MISC Berhad,,
TXN-00360,2025-10-16,Subcontractor payment - Website Redevelopment,Cost of Goods,Subcontractor,Maybank,Outflow,34937.00,WCT Holdings Berhad,Recurring monthly,
TXN-00627,2025-10-16,Office supplies purchase,Operating Expenses,Office Supplies,Maybank,Outflow,838.00,MPH Bookstores,Urgent payment,
TXN-00145,2025-10-17,Staff salary - Oct 2025,Payroll,Salary,RHB Bank,Outflow,24377.50,Payroll - Internal,Urgent payment,
TXN-00339,2025-10-17,Monthly retainer - Oct 2025,Revenue,Retainer Fee,Hong Leong Bank,Inflow,7220.50,Kenanga Investment Bank,,
TXN-00454,2025-10-17,SOCSO and EIS contribution - Oct 2025,Payroll,SOCSO & EIS,RHB Bank,Outflow,432.00,PERKESO,Urgent payment,
TXN-00577,2025-10-17,Income tax instalment CP500 - Oct 2025,Tax,Income Tax Instalment,RHB Bank,Outflow,5040.50,Lembaga Hasil Dalam Negeri (LHDN),Direct debit,
TXN-00445,2025-10-18,Electricity & water bill - Oct 2025,Operating Expenses,Utilities,Hong Leong Bank,Outflow,816.50,Tenaga Nasional Berhad (TNB),Urgent payment,
TXN-00028,2025-10-19,Consulting fee - colour laser printer,Revenue,Consulting Fee,Hong Leong Bank,Inflow,24014.00,PwC Malaysia,Approved by CFO,
TXN-00245,2025-10-19,Project milestone payment - ERP Implementation,Revenue,Project Payment,Hong Leong Bank,Inflow,77265.00,UEM Sunrise Berhad,Direct debit,Large Transaction
TXN-00541,2025-10-19,SOCSO and EIS contribution - Oct 2025,Payroll,SOCSO & EIS,CIMB,Outflow,500.50,PERKESO,One-off purchase,
TXN-00591,2025-10-19,Monthly retainer - Oct 2025,Revenue,Retainer Fee,RHB Bank,Inflow,9819.50,Public Bank Berhad,,
TXN-00733,2025-10-19,Professional services - Xero accounting subscription,Operating Expenses,Professional Services,CIMB,Outflow,5005.00,Lee Hishammuddin Allen & Gledhill,Partial payment - balance next month,
TXN-00376,2025-10-20,Client payment - invoice SO-4626,Revenue,Client Payment,Hong Leong Bank,Inflow,42961.00,IHH Healthcare Berhad,Recurring monthly,
TXN-00595,2025-10-20,Subcontractor payment - ERP Implementation,Cost of Goods,Subcontractor,Hong Leong Bank,Outflow,36564.50,Mudajaya Group Berhad,Urgent payment,
TXN-00184,2025-10-21,Monthly retainer - Oct 2025,Revenue,Retainer Fee,Maybank,Inflow,4264.00,Alliance Bank Malaysia,Partial payment - balance next month,
TXN-00741,2025-10-21,Monthly retainer - Oct 2025,Revenue,Retainer Fee,Maybank,Inflow,7189.50,Kenanga Investment Bank,Urgent payment,
TXN-00043,2025-10-23,Client payment - invoice SO-5173,Revenue,Client Payment,Maybank,Inflow,36522.50,YTL Corporation Berhad,Recurring monthly,
TXN-00195,2025-10-23,Materials purchase - PO PO-4110,Cost of Goods,Materials & Supplies,RHB Bank,Outflow,29235.00,Cahya Mata Sarawak Berhad,Direct debit,
TXN-00652,2025-10-24,Client payment - invoice SO-2180,Revenue,Client Payment,RHB Bank,Inflow,43080.50,Sime Darby Property Berhad,Direct debit,
TXN-00709,2025-10-24,Client payment - invoice PO-3354,Revenue,Client Payment,Hong Leong Bank,Inflow,30313.50,MISC Berhad,Direct debit,
TXN-00446,2025-10-25,Client payment - invoice OR-6420,Revenue,Client Payment,Maybank,Inflow,26935.50,IHH Healthcare Berhad,,
TXN-00366,2025-10-26,SOCSO and EIS contribution - Oct 2025,Payroll,SOCSO & EIS,Hong Leong Bank,Outflow,647.50,PERKESO,Revised amount per credit note,
TXN-00464,2025-10-26,Office rental - Oct 2025,Operating Expenses,Office Rent,Hong Leong Bank,Outflow,7184.00,CapitaLand Malaysia Mall Trust,One-off purchase,
TXN-00616,2025-10-26,Vehicle hire purchase - Oct 2025,Loan Repayment,Hire Purchase,Hong Leong Bank,Outflow,1032.50,Maybank Hire Purchase,Recurring monthly,
TXN-00240,2025-10-28,Materials purchase - PO SO-8854,Cost of Goods,Materials & Supplies,Hong Leong Bank,Outflow,33582.00,Ann Joo Resources Berhad,,
TXN-00074,2025-10-29,Project milestone payment - IT Infrastructure Upgrade,Revenue,Project Payment,Hong Leong Bank,Inflow,39362.00,IJM Corporation Berhad,,
TXN-00361,2025-10-29,Consulting fee - ISO 9001 gap assessment,Revenue,Consulting Fee,RHB Bank,Inflow,25657.00,Crowe Malaysia,Direct debit,
TXN-00146,2025-10-30,Materials purchase - PO INV-6766,Cost of Goods,Materials & Supplies,RHB Bank,Outflow,17082.00,Ann Joo Resources Berhad,,
TXN-00672,2025-10-30,Project milestone payment - Warehouse Expansion,Revenue,Project Payment,RHB Bank,Inflow,74647.00,Sunway Group,Recurring monthly,Large Transaction
TXN-00734,2025-10-30,Project milestone payment - Digital Transformation Initiative,Revenue,Project Payment,Maybank,Inflow,63781.00,Sunway Group,,Large Transaction
TXN-00081,2025-11-01,Staff salary - Nov 2025,Payroll,Salary,Hong Leong Bank,Outflow,27248.50,Payroll - Internal,Direct debit,
TXN-00708,2025-11-03,Professional services - ISO 9001 gap assessment,Operating Expenses,Professional Services,Hong Leong Bank,Outflow,3925.50,Lee Hishammuddin Allen & Gledhill,Revised amount per credit note,
TXN-00065,2025-11-04,Subcontractor payment - Digital Transformation Initiative,Cost of Goods,Subcontractor,Hong Leong Bank,Outflow,15479.00,Mudajaya Group Berhad,Revised amount per credit note,
TXN-00381,2025-11-04,Income tax instalment CP500 - Nov 2025,Tax,Income Tax Instalment,RHB Bank,Outflow,11579.00,Lembaga Hasil Dalam Negeri (LHDN),Urgent payment,
TXN-00536,2025-11-04,EPF employer contribution - Nov 2025,Payroll,EPF Contribution,Hong Leong Bank,Outflow,3396.50,Kumpulan Wang Simpanan Pekerja (KWSP),Partial payment - balance next month,
TXN-00580,2025-11-04,Client payment - invoice INV-5009,Revenue,Client Payment,CIMB,Inflow,14085.50,Gamuda Berhad,,
TXN-00747,2025-11-04,Project milestone payment - IT Infrastructure Upgrade,Revenue,Project Payment,CIMB,Inflow,24572.50,IJM Corporation Berhad,Urgent payment,
TXN-00144,2025-11-05,Client payment - invoice SO-2234,Revenue,Client Payment,RHB Bank,Inflow,48905.50,Axiata Group Berhad,One-off purchase,
TXN-00501,2025-11-06,Internet & phone - Nov 2025,Operating Expenses,Telecommunications,RHB Bank,Outflow,515.50,Maxis Business,,
TXN-00567,2025-11-06,Client payment - invoice OR-7126,Revenue,Client Payment,RHB Bank,Inflow,34484.00,YTL Corporation Berhad,,
TXN-00639,2025-11-06,Client payment - invoice SO-7159,Revenue,Client Payment,CIMB,Inflow,59764.00,Gamuda Berhad,,Large Transaction
TXN-00047,2025-11-07,Materials purchase - PO PO-8618,Cost of Goods,Materials & Supplies,RHB Bank,Outflow,25940.50,CSC Steel Holdings Berhad,,
TXN-00307,2025-11-08,Office rental - Nov 2025,Operating Expenses,Office Rent,CIMB,Outflow,5966.50,Pavilion REIT,Recurring monthly,
TXN-00368,2025-11-08,Client payment - invoice OR-1635,Revenue,Client Payment,CIMB,Inflow,14120.00,Maxis Berhad,Direct debit,
TXN-00399,2025-11-08,Staff salary - Nov 2025,Payroll,Salary,RHB Bank,Outflow,23060.50,Payroll - Internal,,
TXN-00150,2025-11-09,EPF employer contribution - Nov 2025,Payroll,EPF Contribution,RHB Bank,Outflow,3391.50,Kumpulan Wang Simpanan Pekerja (KWSP),Revised amount per credit note,
TXN-00206,2025-11-10,Consulting fee - server rack upgrade,Revenue,Consulting Fee,CIMB,Inflow,14476.50,Crowe Malaysia,Direct debit,
TXN-00500,2025-11-10,Staff salary - Nov 2025,Payroll,Salary,CIMB,Outflow,23215.00,Payroll - Internal,Urgent payment,
TXN-00566,2025-11-10,Professional services - UPS battery replacement,Operating Expenses,Professional Services,Maybank,Outflow,4307.50,Messrs Ranjit Singh & Yeoh,Direct debit,
TXN-00258,2025-11-11,Monthly retainer - Nov 2025,Revenue,Retainer Fee,RHB Bank,Inflow,6625.50,Public Bank Berhad,Revised amount per credit note,
TXN-00202,2025-11-12,Client payment - invoice PO-6511,Revenue,Client Payment,RHB Bank,Inflow,46135.00,MISC Berhad,Urgent payment,
TXN-00548,2025-11-12,Client payment - invoice SO-4970,Revenue,Client Payment,Hong Leong Bank,Inflow,44767.50,YTL Corporation Berhad,One-off purchase,
TXN-00607,2025-11-12,Client payment - invoice PO-6954,Revenue,Client Payment,Hong Leong Bank,Inflow,33603.00,Maxis Berhad,,
TXN-00629,2025-11-12,Project milestone payment - Digital Transformation Initiative,Revenue,Project Payment,CIMB,Inflow,93664.50,Sunway Group,,Large Transaction
TXN-00135,2025-11-13,Client payment - invoice INV-2336,Revenue,Client Payment,RHB Bank,Inflow,40666.50,YTL Corporation Berhad,Partial payment - balance next month,
TXN-00653,2025-11-13,Income tax instalment CP500 - Nov 2025,Tax,Income Tax Instalment,Maybank,Outflow,4273.00,Lembaga Hasil Dalam Negeri (LHDN),,
TXN-00386,2025-11-14,SOCSO and EIS contribution - Nov 2025,Payroll,SOCSO & EIS,RHB Bank,Outflow,513.00,PERKESO,Partial payment - balance next month,
TXN-00030,2025-11-15,Client payment - invoice INV-2200,Revenue,Client Payment,Hong Leong Bank,Inflow,19950.50,MISC Berhad,Revised amount per credit note,
TXN-00322,2025-11-15,Materials purchase - PO SO-8600,Cost of Goods,Materials & Supplies,CIMB,Outflow,23988.00,Cahya Mata Sarawak Berhad,Recurring monthly,
TXN-00602,2025-11-15,Client payment - invoice INV-4384,Revenue,Client Payment,Hong Leong Bank,Inflow,26387.00,MISC Berhad,Urgent payment,
TXN-00621,2025-11-16,Equipment purchase - Adobe Creative Cloud,CAPEX,Equipment Purchase,RHB Bank,Outflow,9549.00,Brother International Malaysia,,
TXN-00628,2025-11-16,Materials purchase - PO INV-5699,Cost of Goods,Materials & Supplies,Maybank,Outflow,28068.50,CSC Steel Holdings Berhad,Urgent payment,
TXN-00298,2025-11-17,Client payment - invoice OR-1266,Revenue,Client Payment,RHB Bank,Inflow,33740.50,Sime Darby Property Berhad,Partial payment - balance next month,
TXN-00357,2025-11-17,Materials purchase - PO OR-4271,Cost of Goods,Materials & Supplies,CIMB,Outflow,21379.50,CSC Steel Holdings Berhad,,
TXN-00294,2025-11-18,Electricity & water bill - Nov 2025,Operating Expenses,Utilities,RHB Bank,Outflow,734.00,Tenaga Nasional Berhad (TNB),Urgent payment,
TXN-00311,2025-11-18,Staff salary - Nov 2025,Payroll,Salary,CIMB,Outflow,22904.50,Payroll - Internal,Urgent payment,
TXN-00364,2025-11-18,Client payment - invoice SO-5225,Revenue,Client Payment,Maybank,Inflow,30915.00,Telekom Malaysia Berhad,Partial payment - balance next month,
TXN-00248,2025-11-19,Client payment - invoice SO-2113,Revenue,Client Payment,CIMB,Inflow,35884.50,Petronas Dagangan Sdn Bhd,Revised amount per credit note,
TXN-00605,2025-11-19,Income tax instalment CP500 - Nov 2025,Tax,Income Tax Instalment,Maybank,Outflow,10642.50,Lembaga Hasil Dalam Negeri (LHDN),Direct debit,
TXN-00451,2025-11-20,Subcontractor payment - ERP Implementation,Cost of Goods,Subcontractor,Hong Leong Bank,Outflow,30604.00,WCT Holdings Berhad,Recurring monthly,
TXN-00649,2025-11-20,Staff salary - Nov 2025,Payroll,Salary,Maybank,Outflow,27470.50,Payroll - Internal,One-off purchase,
TXN-00668,2025-11-20,Office supplies purchase,Operating Expenses,Office Supplies,Maybank,Outflow,873.50,MPH Bookstores,,
TXN-00101,2025-11-21,Term loan repayment - Nov 2025,Loan Repayment,Bank Loan,Maybank,Outflow,4498.50,CIMB Business Loan,,
TXN-00418,2025-11-21,Client payment - invoice INV-8381,Revenue,Client Payment,CIMB,Inflow,68070.00,Gamuda Berhad,,Large Transaction
TXN-00114,2025-11-22,Electricity & water bill - Nov 2025,Operating Expenses,Utilities,CIMB,Outflow,493.50,Tenaga Nasional Berhad (TNB),,
TXN-00374,2025-11-22,Staff salary - Nov 2025,Payroll,Salary,RHB Bank,Outflow,21924.00,Payroll - Internal,Direct debit,
TXN-00249,2025-11-23,Client payment - invoice OR-8993,Revenue,Client Payment,RHB Bank,Inflow,9472.00,MISC Berhad,Recurring monthly,
TXN-00383,2025-11-23,Internet & phone - Nov 2025,Operating Expenses,Telecommunications,CIMB,Outflow,478.00,Telekom Malaysia (TM),Direct debit,
TXN-00670,2025-11-23,Client payment - invoice SO-4763,Revenue,Client Payment,RHB Bank,Inflow,56706.50,MISC Berhad,Approved by CFO,Large Transaction
TXN-00140,2025-11-24,Consulting fee - Adobe Creative Cloud,Revenue,Consulting Fee,Hong Leong Bank,Inflow,8358.00,KPMG Malaysia,One-off purchase,
TXN-00507,2025-11-24,Staff salary - Nov 2025,Payroll,Salary,Maybank,Outflow,24374.00,Payroll - Internal,Revised amount per credit note,
TXN-00190,2025-11-25,Client payment - invoice PO-4453,Revenue,Client Payment,Maybank,Inflow,35542.50,Gamuda Berhad,Recurring monthly,
TXN-00246,2025-11-25,Term loan repayment - Nov 2025,Loan Repayment,Bank Loan,CIMB,Outflow,5241.50,CIMB Business Loan,Recurring monthly,
TXN-00434,2025-11-25,Staff salary - Nov 2025,Payroll,Salary,RHB Bank,Outflow,30876.00,Payroll - Internal,,
TXN-00695,2025-11-25,Client payment - invoice SO-9625,Revenue,Client Payment,CIMB,Inflow,11168.50,Hartalega Holdings Berhad,Recurring monthly,
TXN-00132,2025-11-26,Office rental - Nov 2025,Operating Expenses,Office Rent,Hong Leong Bank,Outflow,7179.50,Pavilion REIT,Revised amount per credit note,
TXN-00338,2025-11-26,Staff salary - Nov 2025,Payroll,Salary,RHB Bank,Outflow,25401.00,Payroll - Internal,Direct debit,
TXN-00459,2025-11-26,Client payment - invoice PO-4465,Revenue,Client Payment,Hong Leong Bank,Inflow,40414.00,Sime Darby Property Berhad,,
TXN-00643,2025-11-26,Project milestone payment - Website Redevelopment,Revenue,Project Payment,Maybank,Inflow,30530.00,Sunway Group,One-off purchase,
TXN-00118,2025-11-27,EPF employer contribution - Nov 2025,Payroll,EPF Contribution,Maybank,Outflow,4527.50,Kumpulan Wang Simpanan Pekerja (KWSP),Direct debit,
TXN-00178,2025-11-27,Project milestone payment - Warehouse Expansion,Revenue,Project Payment,CIMB,Inflow,70232.00,Sunway Group,Revised amount per credit note,Large Transaction
TXN-00214,2025-11-27,Monthly retainer - Nov 2025,Revenue,Retainer Fee,Maybank,Inflow,9782.00,AmBank Group,,
TXN-00273,2025-11-27,Client payment - invoice OR-6432,Revenue,Client Payment,Maybank,Inflow,25895.50,Petronas Dagangan Sdn Bhd,Recurring monthly,
TXN-00444,2025-11-27,Project milestone payment - IT Infrastructure Upgrade,Revenue,Project Payment,Hong Leong Bank,Inflow,40352.00,Eco World Development Group,,
TXN-00647,2025-11-28,Client payment - invoice INV-6985,Revenue,Client Payment,Maybank,Inflow,54993.00,Maxis Berhad,Urgent payment,Large Transaction
TXN-00018,2025-11-29,Vehicle hire purchase - Nov 2025,Loan Repayment,Hire Purchase,CIMB,Outflow,1241.50,Maybank Hire Purchase,Revised amount per credit note,
TXN-00024,2025-11-30,Client payment - invoice INV-2528,Revenue,Client Payment,RHB Bank,Inflow,34810.00,YTL Corporation Berhad,Partial payment - balance next month,
TXN-00086,2025-11-30,Staff salary - Nov 2025,Payroll,Salary,RHB Bank,Outflow,32498.00,Payroll - Internal,Direct debit,
TXN-00267,2025-11-30,Materials purchase - PO SO-5922,Cost of Goods,Materials & Supplies,RHB Bank,Outflow,14363.50,CSC Steel Holdings Berhad,Partial payment - balance next month,
TXN-00197,2025-12-01,Office rental - Dec 2025,Operating Expenses,Office Rent,RHB Bank,Outflow,5201.50,IGB Real Estate Investment Trust,Urgent payment,
TXN-00396,2025-12-01,Electricity & water bill - Dec 2025,Operating Expenses,Utilities,RHB Bank,Outflow,673.00,Syabas Puncak Niaga,Recurring monthly,
TXN-00457,2025-12-01,Client payment - invoice OR-6985,Revenue,Client Payment,Hong Leong Bank,Inflow,30445.00,Telekom Malaysia Berhad,Approved by CFO,
TXN-00319,2025-12-02,EPF employer contribution - Dec 2025,Payroll,EPF Contribution,Hong Leong Bank,Outflow,3213.00,Kumpulan Wang Simpanan Pekerja (KWSP),,
TXN-00504,2025-12-02,Client payment - invoice OR-6068,Revenue,Client Payment,RHB Bank,Inflow,41650.00,Hartalega Holdings Berhad,,
TXN-00279,2025-12-03,Client payment - invoice OR-7481,Revenue,Client Payment,CIMB,Inflow,33445.50,Gamuda Berhad,Partial payment - balance next month,
TXN-00420,2025-12-03,Client payment - invoice PO-9259,Revenue,Client Payment,CIMB,Inflow,26487.00,Gamuda Berhad,Revised amount per credit note,
TXN-00095,2025-12-04,SOCSO and EIS contribution - Dec 2025,Payroll,SOCSO & EIS,Hong Leong Bank,Outflow,458.00,PERKESO,Recurring monthly,
TXN-00108,2025-12-04,Project milestone payment - Website Redevelopment,Revenue,Project Payment,Hong Leong Bank,Inflow,79609.50,Sunway Group,,Large Transaction
TXN-00556,2025-12-04,Electricity & water bill - Dec 2025,Operating Expenses,Utilities,CIMB,Outflow,1105.00,Syabas Puncak Niaga,Recurring monthly,
TXN-00600,2025-12-04,Client payment - invoice PO-1368,Revenue,Client Payment,CIMB,Inflow,28289.00,Hartalega Holdings Berhad,Approved by CFO,
TXN-00715,2025-12-04,Client payment - invoice INV-8685,Revenue,Client Payment,Maybank,Inflow,15573.00,Hartalega Holdings Berhad,,
TXN-00463,2025-12-05,Electricity & water bill - Dec 2025,Operating Expenses,Utilities,RHB Bank,Outflow,581.00,Syabas Puncak Niaga,Partial payment - balance next month,
TXN-00736,2025-12-05,Monthly retainer - Dec 2025,Revenue,Retainer Fee,Maybank,Inflow,9746.00,Public Bank Berhad,,
TXN-00032,2025-12-06,Monthly retainer - Dec 2025,Revenue,Retainer Fee,CIMB,Inflow,5572.50,Kenanga Investment Bank,One-off purchase,
TXN-00409,2025-12-06,Staff salary - Dec 2025,Payroll,Salary,Maybank,Outflow,26506.50,Payroll - Internal,,
TXN-00300,2025-12-07,Client payment - invoice SO-1848,Revenue,Client Payment,CIMB,Inflow,32593.00,Hartalega Holdings Berhad,,
TXN-00037,2025-12-08,Internet & phone - Dec 2025,Operating Expenses,Telecommunications,CIMB,Outflow,763.00,Maxis Business,Approved by CFO,
TXN-00314,2025-12-08,Client payment - invoice SO-2956,Revenue,Client Payment,Maybank,Inflow,21627.50,Sime Darby Property Berhad,Revised amount per credit note,
TXN-00697,2025-12-08,Software licence - financial due diligence,CAPEX,Software & Licences,Hong Leong Bank,Outflow,5495.00,Oracle Malaysia,,
TXN-00727,2025-12-08,Monthly retainer - Dec 2025,Revenue,Retainer Fee,RHB Bank,Inflow,4620.50,AmBank Group,Urgent payment,
TXN-00167,2025-12-09,Client payment - invoice INV-9576,Revenue,Client Payment,Maybank,Inflow,31009.50,MISC Berhad,Direct debit,
TXN-00554,2025-12-09,Internet & phone - Dec 2025,Operating Expenses,Telecommunications,Maybank,Outflow,466.00,TIME dotCom,,
TXN-00675,2025-12-09,Client payment - invoice PO-3650,Revenue,Client Payment,Maybank,Inflow,70364.50,Gamuda Berhad,Direct debit,Large Transaction
TXN-00044,2025-12-10,Internet & phone - Dec 2025,Operating Expenses,Telecommunications,Hong Leong Bank,Outflow,592.00,TIME dotCom,,
TXN-00350,2025-12-10,Materials purchase - PO PO-8317,Cost of Goods,Materials & Supplies,CIMB,Outflow,22852.50,CSC Steel Holdings Berhad,Revised amount per credit note,
